etag_pair_id,time,mean_speed,vehicle_count,seconds_per_vehicle
03F0648S-03F0698S,19:15:00,95.03,166.46,1.85
03F0648S-03F0698S,19:20:00,96.05,160.42,1.91
03F0648S-03F0698S,19:25:00,97.53,157.9,1.92
03F0648S-03F0698S,19:30:00,97.3,155.87,1.96
03F0648S-03F0698S,19:35:00,98.32,163.58,1.86
03F0648S-03F0698S,19:40:00,97.11,155.07,1.97
03F0648S-03F0698S,19:45:00,98.36,155.03,1.96
03F0648S-03F0698S,19:50:00,97.6,152.49,2.02
03F0648S-03F0698S,19:55:00,99.2,157.31,1.92
03F0648S-03F0698S,20:00:00,98.97,147.7,2.06
03F0648S-03F0698S,20:05:00,99.04,147.02,2.08
03F0648S-03F0698S,20:10:00,99.63,157.16,1.94
03F0648S-03F0698S,20:15:00,99.03,148.83,2.04
03F0648S-03F0698S,20:20:00,98.88,148.42,2.06
03F0648S-03F0698S,20:25:00,98.38,155.29,1.94
03F0648S-03F0698S,20:30:00,99.27,150.29,2.02
03F0648S-03F0698S,20:35:00,99.24,156.07,1.93
03F0648S-03F0698S,20:40:00,99.6,153.13,1.98
03F0648S-03F0698S,20:45:00,99.54,152.17,2
03F0648S-03F0698S,20:50:00,99.89,143.71,2.12
03F0648S-03F0698S,20:55:00,100.69,148.14,2.04
03F0648S-03F0698S,21:00:00,99.84,146.28,2.08
03F0648S-03F0698S,21:05:00,99.96,148.04,2.07
03F0648S-03F0698S,21:10:00,98.78,151.31,1.99
03F0648S-03F0698S,21:15:00,99.39,148.07,2.05
03F0648S-03F0698S,21:20:00,99.44,143.31,2.14
03F0648S-03F0698S,21:25:00,99.9,145.1,2.08
03F0648S-03F0698S,21:30:00,99.67,148.38,2.07
03F0648S-03F0698S,21:35:00,102.55,138.44,2.18
03F0648S-03F0698S,21:40:00,100.14,144,2.13
03F0648S-03F0698S,21:45:00,99.89,145.06,2.1
03F0648S-03F0698S,21:50:00,100.11,140.51,2.18
03F0648S-03F0698S,21:55:00,99.97,139.07,2.21
03F0648S-03F0698S,22:00:00,101.01,137.77,2.21
03F0648S-03F0698S,22:05:00,100.79,137.74,2.22
03F0648S-03F0698S,22:10:00,101.26,134.7,2.26
03F0648S-03F0698S,22:15:00,100.92,134.52,2.26
03F0648S-03F0698S,22:20:00,101.18,128.52,2.39
03F0648S-03F0698S,22:25:00,102.82,127.08,2.41
03F0648S-03F0698S,22:30:00,101.91,120.25,2.55
03F0648S-03F0698S,22:35:00,102.01,128.12,2.4
03F0648S-03F0698S,22:40:00,102.28,118.08,2.57
03F0648S-03F0698S,22:45:00,102.28,112.72,2.71
03F0648S-03F0698S,22:50:00,101.73,105.96,2.88
03F0648S-03F0698S,22:55:00,102.62,111.47,2.76
03F0648S-03F0698S,23:00:00,102.17,99.31,3.13
03F0648S-03F0698S,23:05:00,102.09,87.98,3.49
03F0648S-03F0698S,23:10:00,102.47,96.52,3.13
03F0648S-03F0698S,23:15:00,101.41,88.43,3.48
03F0648S-03F0698S,23:20:00,102.47,80.01,3.84
03F0648S-03F0698S,23:25:00,101.8,95.65,3.25
03F0648S-03F0698S,23:30:00,100.5,82.09,3.86
03F0648S-03F0698S,23:35:00,100.63,108.93,2.85
03F0648S-03F0698S,23:40:00,99.55,96.03,3.3
03F0648S-03F0698S,23:45:00,99.95,87.95,3.51
03F0648S-03F0698S,23:50:00,98.94,80.54,3.94
03F0648S-03F0698S,23:55:00,102.63,80.84,3.73
