日期,時間,平均車速(km/h),車輛總數,datetime,時段,過去1小時平均車速,未來20分鐘壅塞
2024/1/6,00:00,105.56,159,2024/1/6 00:00,清晨,105.56,0
2024/1/6,00:05,103.94,152,2024/1/6 00:05,清晨,104.75,0
2024/1/6,00:10,110.11,119,2024/1/6 00:10,清晨,106.5366667,0
2024/1/6,00:15,108.33,135,2024/1/6 00:15,清晨,106.985,0
2024/1/6,00:20,108.33,135,2024/1/6 00:20,清晨,107.254,0
2024/1/6,00:25,106.76,99,2024/1/6 00:25,清晨,107.1716667,0
2024/1/6,00:30,101.71,103,2024/1/6 00:30,清晨,106.3914286,0
2024/1/6,00:35,101.71,103,2024/1/6 00:35,清晨,105.80625,0
2024/1/6,00:40,107.82,88,2024/1/6 00:40,清晨,106.03,0
2024/1/6,00:45,104.68,93,2024/1/6 00:45,清晨,105.895,0
2024/1/6,00:50,104.68,93,2024/1/6 00:50,清晨,105.7845455,0
2024/1/6,00:55,102.93,88,2024/1/6 00:55,清晨,105.5466667,0
2024/1/6,01:00,102.93,88,2024/1/6 01:00,清晨,105.3275,0
2024/1/6,01:05,101.3,67,2024/1/6 01:05,清晨,105.1075,0
2024/1/6,01:10,101.33,66,2024/1/6 01:10,清晨,104.3758333,0
2024/1/6,01:15,106.68,79,2024/1/6 01:15,清晨,104.2383333,0
2024/1/6,01:20,106.68,79,2024/1/6 01:20,清晨,104.1008333,0
2024/1/6,01:25,108.83,70,2024/1/6 01:25,清晨,104.2733333,0
2024/1/6,01:30,108.44,68,2024/1/6 01:30,清晨,104.8341667,0
2024/1/6,01:35,108.44,68,2024/1/6 01:35,清晨,105.395,0
2024/1/6,01:40,107.07,59,2024/1/6 01:40,清晨,105.3325,0
2024/1/6,01:45,105.99,74,2024/1/6 01:45,清晨,105.4416667,0
2024/1/6,01:50,105.99,74,2024/1/6 01:50,清晨,105.5508333,0
2024/1/6,01:55,104.76,63,2024/1/6 01:55,清晨,105.7033333,0
2024/1/6,02:00,104.76,63,2024/1/6 02:00,清晨,105.8558333,0
2024/1/6,02:05,104.21,48,2024/1/6 02:05,清晨,106.0983333,0
2024/1/6,02:10,105.23,39,2024/1/6 02:10,清晨,106.4233333,0
2024/1/6,02:15,107.93,42,2024/1/6 02:15,清晨,106.5275,0
2024/1/6,02:20,107.93,42,2024/1/6 02:20,清晨,106.6316667,0
2024/1/6,02:25,110.67,46,2024/1/6 02:25,清晨,106.785,0
2024/1/6,02:30,107.12,52,2024/1/6 02:30,清晨,106.675,0
2024/1/6,02:35,107.12,52,2024/1/6 02:35,清晨,106.565,0
2024/1/6,02:40,102.62,48,2024/1/6 02:40,清晨,106.1941667,0
2024/1/6,02:45,104.4,40,2024/1/6 02:45,清晨,106.0616667,0
2024/1/6,02:50,104.4,40,2024/1/6 02:50,清晨,105.9291667,0
2024/1/6,02:55,102.4,35,2024/1/6 02:55,清晨,105.7325,0
2024/1/6,03:00,102.4,35,2024/1/6 03:00,清晨,105.5358333,0
2024/1/6,03:05,106.13,47,2024/1/6 03:05,清晨,105.6958333,0
2024/1/6,03:10,102.77,31,2024/1/6 03:10,清晨,105.4908333,0
2024/1/6,03:15,109.14,37,2024/1/6 03:15,清晨,105.5916667,0
2024/1/6,03:20,109.14,37,2024/1/6 03:20,清晨,105.6925,0
2024/1/6,03:25,106.45,49,2024/1/6 03:25,清晨,105.3408333,0
2024/1/6,03:30,100.79,43,2024/1/6 03:30,清晨,104.8133333,0
2024/1/6,03:35,100.79,43,2024/1/6 03:35,清晨,104.2858333,0
2024/1/6,03:40,107.39,33,2024/1/6 03:40,清晨,104.6833333,0
2024/1/6,03:45,101.67,24,2024/1/6 03:45,清晨,104.4558333,0
2024/1/6,03:50,101.67,24,2024/1/6 03:50,清晨,104.2283333,0
2024/1/6,03:55,106.94,48,2024/1/6 03:55,清晨,104.6066667,0
2024/1/6,04:00,106.94,48,2024/1/6 04:00,清晨,104.985,0
2024/1/6,04:05,105.09,55,2024/1/6 04:05,清晨,104.8983333,0
2024/1/6,04:10,101.81,53,2024/1/6 04:10,清晨,104.8183333,0
2024/1/6,04:15,102.7,43,2024/1/6 04:15,清晨,104.2816667,0
2024/1/6,04:20,102.7,43,2024/1/6 04:20,清晨,103.745,0
2024/1/6,04:25,102.27,44,2024/1/6 04:25,清晨,103.3966667,0
2024/1/6,04:30,108.19,68,2024/1/6 04:30,清晨,104.0133333,0
2024/1/6,04:35,108.19,68,2024/1/6 04:35,清晨,104.63,0
2024/1/6,04:40,109.08,60,2024/1/6 04:40,清晨,104.7708333,0
2024/1/6,04:45,105.96,53,2024/1/6 04:45,清晨,105.1283333,0
2024/1/6,04:50,105.96,53,2024/1/6 04:50,清晨,105.4858333,0
2024/1/6,04:55,104.21,90,2024/1/6 04:55,清晨,105.2583333,0
2024/1/6,05:00,104.21,90,2024/1/6 05:00,清晨,105.0308333,0
2024/1/6,05:05,102.64,78,2024/1/6 05:05,清晨,104.8266667,0
2024/1/6,05:10,107.22,90,2024/1/6 05:10,清晨,105.2775,0
2024/1/6,05:15,106.96,106,2024/1/6 05:15,清晨,105.6325,0
2024/1/6,05:20,106.96,106,2024/1/6 05:20,清晨,105.9875,0
2024/1/6,05:25,106.52,132,2024/1/6 05:25,清晨,106.3416667,0
2024/1/6,05:30,105.04,119,2024/1/6 05:30,清晨,106.0791667,0
2024/1/6,05:35,105.04,119,2024/1/6 05:35,清晨,105.8166667,0
2024/1/6,05:40,104.28,151,2024/1/6 05:40,清晨,105.4166667,0
2024/1/6,05:45,102.97,160,2024/1/6 05:45,清晨,105.1675,0
2024/1/6,05:50,102.97,160,2024/1/6 05:50,清晨,104.9183333,0
2024/1/6,05:55,103.2,196,2024/1/6 05:55,清晨,104.8341667,0
2024/1/6,06:00,103.2,196,2024/1/6 06:00,早上,104.75,0
2024/1/6,06:05,104,254,2024/1/6 06:05,早上,104.8633333,0
2024/1/6,06:10,103.73,226,2024/1/6 06:10,早上,104.5725,0
2024/1/6,06:15,101.32,318,2024/1/6 06:15,早上,104.1025,0
2024/1/6,06:20,101.32,318,2024/1/6 06:20,早上,103.6325,0
2024/1/6,06:25,103.32,290,2024/1/6 06:25,早上,103.3658333,0
2024/1/6,06:30,103.15,313,2024/1/6 06:30,早上,103.2083333,0
2024/1/6,06:35,103.15,313,2024/1/6 06:35,早上,103.0508333,0
2024/1/6,06:40,100.5,338,2024/1/6 06:40,早上,102.7358333,0
2024/1/6,06:45,100,405,2024/1/6 06:45,早上,102.4883333,0
2024/1/6,06:50,100,405,2024/1/6 06:50,早上,102.2408333,0
2024/1/6,06:55,99.63,435,2024/1/6 06:55,早上,101.9433333,0
2024/1/6,07:00,99.63,435,2024/1/6 07:00,早上,101.6458333,0
2024/1/6,07:05,98.57,482,2024/1/6 07:05,早上,101.1933333,0
2024/1/6,07:10,98.45,508,2024/1/6 07:10,早上,100.7533333,0
2024/1/6,07:15,98.95,541,2024/1/6 07:15,早上,100.5558333,0
2024/1/6,07:20,98.95,541,2024/1/6 07:20,早上,100.3583333,0
2024/1/6,07:25,94.9,558,2024/1/6 07:25,早上,99.65666667,0
2024/1/6,07:30,94.96,555,2024/1/6 07:30,早上,98.97416667,0
2024/1/6,07:35,94.96,555,2024/1/6 07:35,早上,98.29166667,0
2024/1/6,07:40,92.9,619,2024/1/6 07:40,早上,97.65833333,0
2024/1/6,07:45,94.37,647,2024/1/6 07:45,早上,97.18916667,0
2024/1/6,07:50,94.37,647,2024/1/6 07:50,早上,96.72,0
2024/1/6,07:55,87.87,678,2024/1/6 07:55,早上,95.74,0
2024/1/6,08:00,87.87,678,2024/1/6 08:00,早上,94.76,0
2024/1/6,08:05,83.55,685,2024/1/6 08:05,早上,93.50833333,0
2024/1/6,08:10,84.02,648,2024/1/6 08:10,早上,92.30583333,0
2024/1/6,08:15,82.43,694,2024/1/6 08:15,早上,90.92916667,0
2024/1/6,08:20,82.43,694,2024/1/6 08:20,早上,89.5525,0
2024/1/6,08:25,85.54,682,2024/1/6 08:25,早上,88.7725,0
2024/1/6,08:30,88.11,653,2024/1/6 08:30,早上,88.20166667,0
2024/1/6,08:35,88.11,653,2024/1/6 08:35,早上,87.63083333,0
2024/1/6,08:40,84.03,691,2024/1/6 08:40,早上,86.89166667,0
2024/1/6,08:45,88.9,653,2024/1/6 08:45,早上,86.43583333,0
2024/1/6,08:50,88.9,653,2024/1/6 08:50,早上,85.98,0
2024/1/6,08:55,88.1,689,2024/1/6 08:55,早上,85.99916667,0
2024/1/6,09:00,88.1,689,2024/1/6 09:00,早上,86.01833333,0
2024/1/6,09:05,86.15,660,2024/1/6 09:05,早上,86.235,0
2024/1/6,09:10,86.91,688,2024/1/6 09:10,早上,86.47583333,0
2024/1/6,09:15,85.29,672,2024/1/6 09:15,早上,86.71416667,0
2024/1/6,09:20,85.29,672,2024/1/6 09:20,早上,86.9525,0
2024/1/6,09:25,90,610,2024/1/6 09:25,早上,87.32416667,0
2024/1/6,09:30,88.62,663,2024/1/6 09:30,早上,87.36666667,0
2024/1/6,09:35,88.62,663,2024/1/6 09:35,早上,87.40916667,0
2024/1/6,09:40,82.16,701,2024/1/6 09:40,早上,87.25333333,0
2024/1/6,09:45,77.09,672,2024/1/6 09:45,早上,86.26916667,0
2024/1/6,09:50,77.09,672,2024/1/6 09:50,早上,85.285,0
2024/1/6,09:55,76.7,685,2024/1/6 09:55,早上,84.335,0
2024/1/6,10:00,76.7,685,2024/1/6 10:00,早上,83.385,0
2024/1/6,10:05,78.22,691,2024/1/6 10:05,早上,82.72416667,0
2024/1/6,10:10,78.5,676,2024/1/6 10:10,早上,82.02333333,0
2024/1/6,10:15,75.35,709,2024/1/6 10:15,早上,81.195,0
2024/1/6,10:20,75.35,709,2024/1/6 10:20,早上,80.36666667,0
2024/1/6,10:25,73.8,724,2024/1/6 10:25,早上,79.01666667,0
2024/1/6,10:30,72.21,749,2024/1/6 10:30,早上,77.64916667,0
2024/1/6,10:35,72.21,749,2024/1/6 10:35,早上,76.28166667,0
2024/1/6,10:40,78.41,657,2024/1/6 10:40,早上,75.96916667,0
2024/1/6,10:45,76.94,638,2024/1/6 10:45,早上,75.95666667,0
2024/1/6,10:50,76.94,638,2024/1/6 10:50,早上,75.94416667,0
2024/1/6,10:55,70.62,700,2024/1/6 10:55,早上,75.4375,0
2024/1/6,11:00,70.62,700,2024/1/6 11:00,早上,74.93083333,0
2024/1/6,11:05,64.44,704,2024/1/6 11:05,早上,73.7825,0
2024/1/6,11:10,64.09,704,2024/1/6 11:10,早上,72.58166667,0
2024/1/6,11:15,63.75,649,2024/1/6 11:15,早上,71.615,0
2024/1/6,11:20,63.75,649,2024/1/6 11:20,早上,70.64833333,0
2024/1/6,11:25,63.75,649,2024/1/6 11:25,早上,69.81083333,0
2024/1/6,11:30,58.1,649,2024/1/6 11:30,早上,68.635,0
2024/1/6,11:35,57,696,2024/1/6 11:35,早上,67.3675,1
2024/1/6,11:40,57.52,720,2024/1/6 11:40,早上,65.62666667,1
2024/1/6,11:45,57.82,691,2024/1/6 11:45,早上,64.03333333,1
2024/1/6,11:50,57.82,691,2024/1/6 11:50,早上,62.44,1
2024/1/6,11:55,61.1,674,2024/1/6 11:55,早上,61.64666667,1
2024/1/6,12:00,61.1,674,2024/1/6 12:00,中午,60.85333333,0
2024/1/6,12:05,65.24,714,2024/1/6 12:05,中午,60.92,0
2024/1/6,12:10,70.7,582,2024/1/6 12:10,中午,61.47083333,0
2024/1/6,12:15,81.89,501,2024/1/6 12:15,中午,62.9825,0
2024/1/6,12:20,81.89,501,2024/1/6 12:20,中午,64.49416667,0
2024/1/6,12:25,80.75,626,2024/1/6 12:25,中午,65.91083333,0
2024/1/6,12:30,79.05,606,2024/1/6 12:30,中午,67.65666667,0
2024/1/6,12:35,79.05,606,2024/1/6 12:35,中午,69.49416667,0
2024/1/6,12:40,78.46,606,2024/1/6 12:40,中午,71.23916667,0
2024/1/6,12:45,76.7,616,2024/1/6 12:45,中午,72.8125,0
2024/1/6,12:50,76.7,616,2024/1/6 12:50,中午,74.38583333,0
2024/1/6,12:55,76.51,673,2024/1/6 12:55,中午,75.67,0
2024/1/6,13:00,76.51,673,2024/1/6 13:00,中午,76.95416667,0
2024/1/6,13:05,93,579,2024/1/6 13:05,中午,79.2675,0
2024/1/6,13:10,97,534,2024/1/6 13:10,中午,81.45916667,0
2024/1/6,13:15,96.57,506,2024/1/6 13:15,中午,82.6825,0
2024/1/6,13:20,96.57,506,2024/1/6 13:20,中午,83.90583333,0
2024/1/6,13:25,97,493,2024/1/6 13:25,中午,85.26,0
2024/1/6,13:30,96.61,526,2024/1/6 13:30,中午,86.72333333,0
2024/1/6,13:35,96.61,526,2024/1/6 13:35,中午,88.18666667,0
2024/1/6,13:40,98.51,462,2024/1/6 13:40,中午,89.8575,0
2024/1/6,13:45,95.79,498,2024/1/6 13:45,中午,91.44833333,0
2024/1/6,13:50,95.79,498,2024/1/6 13:50,中午,93.03916667,0
2024/1/6,13:55,94.99,472,2024/1/6 13:55,中午,94.57916667,0
2024/1/6,14:00,94.99,472,2024/1/6 14:00,中午,96.11916667,0
2024/1/6,14:05,94.59,509,2024/1/6 14:05,中午,96.25166667,0
2024/1/6,14:10,91.44,538,2024/1/6 14:10,中午,95.78833333,0
2024/1/6,14:15,93.32,566,2024/1/6 14:15,中午,95.5175,0
2024/1/6,14:20,93.32,566,2024/1/6 14:20,中午,95.24666667,0
2024/1/6,14:25,95.34,520,2024/1/6 14:25,中午,95.10833333,0
2024/1/6,14:30,95.39,529,2024/1/6 14:30,中午,95.00666667,0
2024/1/6,14:35,95.39,529,2024/1/6 14:35,中午,94.905,0
2024/1/6,14:40,96.66,519,2024/1/6 14:40,中午,94.75083333,0
2024/1/6,14:45,96.63,483,2024/1/6 14:45,中午,94.82083333,0
2024/1/6,14:50,96.63,483,2024/1/6 14:50,中午,94.89083333,0
2024/1/6,14:55,92.48,566,2024/1/6 14:55,中午,94.68166667,0
2024/1/6,15:00,92.48,566,2024/1/6 15:00,傍晚,94.4725,0
2024/1/6,15:05,97,513,2024/1/6 15:05,傍晚,94.67333333,0
2024/1/6,15:10,97,513,2024/1/6 15:10,傍晚,95.13666667,0
2024/1/6,15:15,94.92,496,2024/1/6 15:15,傍晚,95.27,0
2024/1/6,15:20,94.92,496,2024/1/6 15:20,傍晚,95.40333333,0
2024/1/6,15:25,93,524,2024/1/6 15:25,傍晚,95.20833333,0
2024/1/6,15:30,93.2,527,2024/1/6 15:30,傍晚,95.02583333,0
2024/1/6,15:35,93.2,527,2024/1/6 15:35,傍晚,94.84333333,0
2024/1/6,15:40,97,526,2024/1/6 15:40,傍晚,94.87166667,0
2024/1/6,15:45,98.2,511,2024/1/6 15:45,傍晚,95.0025,0
2024/1/6,15:50,98.2,511,2024/1/6 15:50,傍晚,95.13333333,0
2024/1/6,15:55,96.24,443,2024/1/6 15:55,傍晚,95.44666667,0
2024/1/6,16:00,96.24,443,2024/1/6 16:00,傍晚,95.76,0
2024/1/6,16:05,95.19,463,2024/1/6 16:05,傍晚,95.60916667,0
2024/1/6,16:10,94.93,458,2024/1/6 16:10,傍晚,95.43666667,0
2024/1/6,16:15,95.09,514,2024/1/6 16:15,傍晚,95.45083333,0
2024/1/6,16:20,95.09,514,2024/1/6 16:20,傍晚,95.465,0
2024/1/6,16:25,91.26,494,2024/1/6 16:25,傍晚,95.32,0
2024/1/6,16:30,93.03,483,2024/1/6 16:30,傍晚,95.30583333,0
2024/1/6,16:35,93.03,483,2024/1/6 16:35,傍晚,95.29166667,0
2024/1/6,16:40,93.44,494,2024/1/6 16:40,傍晚,94.995,0
2024/1/6,16:45,88.31,501,2024/1/6 16:45,傍晚,94.17083333,0
2024/1/6,16:50,88.31,501,2024/1/6 16:50,傍晚,93.34666667,0
2024/1/6,16:55,84.82,514,2024/1/6 16:55,傍晚,92.395,0
2024/1/6,17:00,84.82,514,2024/1/6 17:00,傍晚,91.44333333,0
2024/1/6,17:05,85.49,519,2024/1/6 17:05,傍晚,90.635,0
2024/1/6,17:10,95.06,454,2024/1/6 17:10,傍晚,90.64583333,0
2024/1/6,17:15,96.44,425,2024/1/6 17:15,傍晚,90.75833333,0
2024/1/6,17:20,96.44,425,2024/1/6 17:20,傍晚,90.87083333,0
2024/1/6,17:25,94.88,448,2024/1/6 17:25,傍晚,91.1725,0
2024/1/6,17:30,97,407,2024/1/6 17:30,傍晚,91.50333333,0
2024/1/6,17:35,97,407,2024/1/6 17:35,傍晚,91.83416667,0
2024/1/6,17:40,93.59,444,2024/1/6 17:40,傍晚,91.84666667,0
2024/1/6,17:45,97,414,2024/1/6 17:45,傍晚,92.57083333,0
2024/1/6,17:50,97,414,2024/1/6 17:50,傍晚,93.295,0
2024/1/6,17:55,94.71,438,2024/1/6 17:55,傍晚,94.11916667,0
2024/1/6,18:00,94.71,438,2024/1/6 18:00,晚上,94.94333333,0
2024/1/6,18:05,93.12,390,2024/1/6 18:05,晚上,95.57916667,0
2024/1/6,18:10,92.95,380,2024/1/6 18:10,晚上,95.40333333,0
2024/1/6,18:15,92.94,440,2024/1/6 18:15,晚上,95.11166667,0
2024/1/6,18:20,92.94,440,2024/1/6 18:20,晚上,94.82,0
2024/1/6,18:25,94.8,388,2024/1/6 18:25,晚上,94.81333333,0
2024/1/6,18:30,93.16,406,2024/1/6 18:30,晚上,94.49333333,0
2024/1/6,18:35,93.16,406,2024/1/6 18:35,晚上,94.17333333,0
2024/1/6,18:40,91.28,409,2024/1/6 18:40,晚上,93.98083333,0
2024/1/6,18:45,92.51,401,2024/1/6 18:45,晚上,93.60666667,0
2024/1/6,18:50,92.51,401,2024/1/6 18:50,晚上,93.2325,0
2024/1/6,18:55,95.54,335,2024/1/6 18:55,晚上,93.30166667,0
2024/1/6,19:00,95.54,335,2024/1/6 19:00,晚上,93.37083333,0
2024/1/6,19:05,96.67,418,2024/1/6 19:05,晚上,93.66666667,0
2024/1/6,19:10,97,304,2024/1/6 19:10,晚上,94.00416667,0
2024/1/6,19:15,98.28,348,2024/1/6 19:15,晚上,94.44916667,0
2024/1/6,19:20,98.28,348,2024/1/6 19:20,晚上,94.89416667,0
2024/1/6,19:25,99.71,338,2024/1/6 19:25,晚上,95.30333333,0
2024/1/6,19:30,99.87,305,2024/1/6 19:30,晚上,95.8625,0
2024/1/6,19:35,99.87,305,2024/1/6 19:35,晚上,96.42166667,0
2024/1/6,19:40,100.18,277,2024/1/6 19:40,晚上,97.16333333,0
2024/1/6,19:45,99.83,300,2024/1/6 19:45,晚上,97.77333333,0
2024/1/6,19:50,99.83,300,2024/1/6 19:50,晚上,98.38333333,0
2024/1/6,19:55,102.03,315,2024/1/6 19:55,晚上,98.92416667,0
2024/1/6,20:00,102.03,315,2024/1/6 20:00,晚上,99.465,0
2024/1/6,20:05,102.09,266,2024/1/6 20:05,晚上,99.91666667,0
2024/1/6,20:10,103.32,269,2024/1/6 20:10,晚上,100.4433333,0
2024/1/6,20:15,101.69,272,2024/1/6 20:15,晚上,100.7275,0
2024/1/6,20:20,101.69,272,2024/1/6 20:20,晚上,101.0116667,0
2024/1/6,20:25,100.95,274,2024/1/6 20:25,晚上,101.115,0
2024/1/6,20:30,101.05,274,2024/1/6 20:30,晚上,101.2133333,0
2024/1/6,20:35,101.05,274,2024/1/6 20:35,晚上,101.3116667,0
2024/1/6,20:40,98.74,318,2024/1/6 20:40,晚上,101.1916667,0
2024/1/6,20:45,103.16,247,2024/1/6 20:45,晚上,101.4691667,0
2024/1/6,20:50,103.16,247,2024/1/6 20:50,晚上,101.7466667,0
2024/1/6,20:55,102.29,285,2024/1/6 20:55,晚上,101.7683333,0
2024/1/6,21:00,102.29,285,2024/1/6 21:00,晚上,101.79,0
2024/1/6,21:05,103.76,288,2024/1/6 21:05,晚上,101.9291667,0
2024/1/6,21:10,104,279,2024/1/6 21:10,晚上,101.9858333,0
2024/1/6,21:15,102.44,285,2024/1/6 21:15,晚上,102.0483333,0
2024/1/6,21:20,102.44,285,2024/1/6 21:20,晚上,102.1108333,0
2024/1/6,21:25,104.33,239,2024/1/6 21:25,晚上,102.3925,0
2024/1/6,21:30,101.97,258,2024/1/6 21:30,晚上,102.4691667,0
2024/1/6,21:35,101.97,258,2024/1/6 21:35,晚上,102.5458333,0
2024/1/6,21:40,101.73,279,2024/1/6 21:40,晚上,102.795,0
2024/1/6,21:45,102.01,298,2024/1/6 21:45,晚上,102.6991667,0
2024/1/6,21:50,102.01,298,2024/1/6 21:50,晚上,102.6033333,0
2024/1/6,21:55,104.36,268,2024/1/6 21:55,晚上,102.7758333,0
2024/1/6,22:00,104.36,268,2024/1/6 22:00,晚上,102.9483333,0
2024/1/6,22:05,101.24,281,2024/1/6 22:05,晚上,102.7383333,0
2024/1/6,22:10,103.76,322,2024/1/6 22:10,晚上,102.7183333,0
2024/1/6,22:15,101.13,260,2024/1/6 22:15,晚上,102.6091667,0
2024/1/6,22:20,101.13,260,2024/1/6 22:20,晚上,102.5,0
2024/1/6,22:25,105.77,243,2024/1/6 22:25,晚上,102.62,0
2024/1/6,22:30,104,262,2024/1/6 22:30,晚上,102.7891667,0
2024/1/6,22:35,104,262,2024/1/6 22:35,晚上,102.9583333,0
2024/1/6,22:40,101.86,256,2024/1/6 22:40,晚上,102.9691667,0
2024/1/6,22:45,101.71,231,2024/1/6 22:45,晚上,102.9441667,0
2024/1/6,22:50,101.71,231,2024/1/6 22:50,晚上,102.9191667,0
2024/1/6,22:55,102.49,259,2024/1/6 22:55,晚上,102.7633333,0
2024/1/6,23:00,102.49,259,2024/1/6 23:00,晚上,102.6075,0
2024/1/6,23:05,104.23,227,2024/1/6 23:05,晚上,102.8566667,0
2024/1/6,23:10,102.26,211,2024/1/6 23:10,晚上,102.7316667,0
2024/1/6,23:15,103.79,195,2024/1/6 23:15,晚上,102.9533333,0
2024/1/6,23:20,103.79,195,2024/1/6 23:20,晚上,103.175,0
2024/1/6,23:25,106.85,212,2024/1/6 23:25,晚上,103.265,0
2024/1/6,23:30,107.79,150,2024/1/6 23:30,晚上,103.5808333,0
2024/1/6,23:35,107.79,150,2024/1/6 23:35,晚上,103.8966667,0
2024/1/6,23:40,105.61,154,2024/1/6 23:40,晚上,104.2091667,0
2024/1/6,23:45,104.08,159,2024/1/6 23:45,晚上,104.4066667,0
2024/1/6,23:50,104.08,159,2024/1/6 23:50,晚上,104.6041667,0
2024/1/6,23:55,106.18,119,2024/1/6 23:55,晚上,104.9116667,0
2024/1/13,00:00,102.03,339,2024/1/13 00:00,清晨,104.8733333,0
2024/1/13,00:05,103.84,334,2024/1/13 00:05,清晨,104.8408333,0
2024/1/13,00:10,101.75,311,2024/1/13 00:10,清晨,104.7983333,0
2024/1/13,00:15,100.4,280,2024/1/13 00:15,清晨,104.5158333,0
2024/1/13,00:20,100.4,280,2024/1/13 00:20,清晨,104.2333333,0
2024/1/13,00:25,105.58,218,2024/1/13 00:25,清晨,104.1275,0
2024/1/13,00:30,104,217,2024/1/13 00:30,清晨,103.8116667,0
2024/1/13,00:35,104,217,2024/1/13 00:35,清晨,103.4958333,0
2024/1/13,00:40,103.56,180,2024/1/13 00:40,清晨,103.325,0
2024/1/13,00:45,104.59,177,2024/1/13 00:45,清晨,103.3675,0
2024/1/13,00:50,104.59,177,2024/1/13 00:50,清晨,103.41,0
2024/1/13,00:55,103.53,158,2024/1/13 00:55,清晨,103.1891667,0
2024/1/13,01:00,103.53,158,2024/1/13 01:00,清晨,103.3141667,0
2024/1/13,01:05,103.84,334,2024/1/13 01:05,清晨,103.3141667,0
2024/1/13,01:10,101.89,144,2024/1/13 01:10,清晨,103.3258333,0
2024/1/13,01:15,106.99,140,2024/1/13 01:15,清晨,103.875,0
2024/1/13,01:20,106.99,140,2024/1/13 01:20,清晨,104.4241667,0
2024/1/13,01:25,103.62,94,2024/1/13 01:25,清晨,104.2608333,0
2024/1/13,01:30,105.4,103,2024/1/13 01:30,清晨,104.3775,0
2024/1/13,01:35,105.4,103,2024/1/13 01:35,清晨,104.4941667,0
2024/1/13,01:40,103.44,88,2024/1/13 01:40,清晨,104.4841667,0
2024/1/13,01:45,103.58,84,2024/1/13 01:45,清晨,104.4,0
2024/1/13,01:50,103.58,84,2024/1/13 01:50,清晨,104.3158333,0
2024/1/13,01:55,106.2,100,2024/1/13 01:55,清晨,104.5383333,0
2024/1/13,02:00,106.2,100,2024/1/13 02:00,清晨,104.7608333,0
2024/1/13,02:05,104.59,79,2024/1/13 02:05,清晨,104.8233333,0
2024/1/13,02:10,106.17,76,2024/1/13 02:10,清晨,105.18,0
2024/1/13,02:15,106.45,60,2024/1/13 02:15,清晨,105.135,0
2024/1/13,02:20,106.45,60,2024/1/13 02:20,清晨,105.09,0
2024/1/13,02:25,104.09,82,2024/1/13 02:25,清晨,105.1291667,0
2024/1/13,02:30,101.39,64,2024/1/13 02:30,清晨,104.795,0
2024/1/13,02:35,101.39,64,2024/1/13 02:35,清晨,104.4608333,0
2024/1/13,02:40,104.38,64,2024/1/13 02:40,清晨,104.5391667,0
2024/1/13,02:45,109.79,61,2024/1/13 02:45,清晨,105.0566667,0
2024/1/13,02:50,109.79,61,2024/1/13 02:50,清晨,105.5741667,0
2024/1/13,02:55,107.23,60,2024/1/13 02:55,清晨,105.66,0
2024/1/13,03:00,107.23,60,2024/1/13 03:00,清晨,105.7458333,0
2024/1/13,03:05,107.35,55,2024/1/13 03:05,清晨,105.9758333,0
2024/1/13,03:10,105.85,47,2024/1/13 03:10,清晨,105.9491667,0
2024/1/13,03:15,105.23,39,2024/1/13 03:15,清晨,105.8475,0
2024/1/13,03:20,105.23,39,2024/1/13 03:20,清晨,105.7458333,0
2024/1/13,03:25,104.26,47,2024/1/13 03:25,清晨,105.76,0
2024/1/13,03:30,106.48,42,2024/1/13 03:30,清晨,106.1841667,0
2024/1/13,03:35,106.48,42,2024/1/13 03:35,清晨,106.6083333,0
2024/1/13,03:40,105.82,33,2024/1/13 03:40,清晨,106.7283333,0
2024/1/13,03:45,107.43,49,2024/1/13 03:45,清晨,106.5316667,0
2024/1/13,03:50,107.43,49,2024/1/13 03:50,清晨,106.335,0
2024/1/13,03:55,106.04,51,2024/1/13 03:55,清晨,106.2358333,0
2024/1/13,04:00,106.04,51,2024/1/13 04:00,清晨,106.1366667,0
2024/1/13,04:05,105.04,67,2024/1/13 04:05,清晨,105.9441667,0
2024/1/13,04:10,106.25,72,2024/1/13 04:10,清晨,105.9775,0
2024/1/13,04:15,104.73,71,2024/1/13 04:15,清晨,105.9358333,0
2024/1/13,04:20,104.73,71,2024/1/13 04:20,清晨,105.8941667,0
2024/1/13,04:25,105.42,73,2024/1/13 04:25,清晨,105.9908333,0
2024/1/13,04:30,106.42,85,2024/1/13 04:30,清晨,105.9858333,0
2024/1/13,04:35,106.42,85,2024/1/13 04:35,清晨,105.9808333,0
2024/1/13,04:40,102.63,84,2024/1/13 04:40,清晨,105.715,0
2024/1/13,04:45,104.83,77,2024/1/13 04:45,清晨,105.4983333,0
2024/1/13,04:50,104.83,77,2024/1/13 04:50,清晨,105.2816667,0
2024/1/13,04:55,105.24,103,2024/1/13 04:55,清晨,105.215,0
2024/1/13,05:00,105.24,103,2024/1/13 05:00,清晨,105.1483333,0
2024/1/13,05:05,106.33,122,2024/1/13 05:05,清晨,105.2558333,0
2024/1/13,05:10,106.88,119,2024/1/13 05:10,清晨,105.3083333,0
2024/1/13,05:15,107.08,129,2024/1/13 05:15,清晨,105.5041667,0
2024/1/13,05:20,107.08,129,2024/1/13 05:20,清晨,105.7,0
2024/1/13,05:25,104.99,134,2024/1/13 05:25,清晨,105.6641667,0
2024/1/13,05:30,107.14,135,2024/1/13 05:30,清晨,105.7241667,0
