日期,時間,平均車速(km/h),車輛總數,datetime,時段,過去1小時平均車速,未來20分鐘壅塞
2024/2/10,22:20,98.42,513,2024/2/10 22:20,晚上,98.54083333,0
2024/2/10,22:25,95.16,496,2024/2/10 22:25,晚上,98.34416667,0
2024/2/10,22:30,98.74,476,2024/2/10 22:30,晚上,98.36416667,0
2024/2/10,22:35,98.74,476,2024/2/10 22:35,晚上,98.38416667,0
2024/2/10,22:40,100,464,2024/2/10 22:40,晚上,98.38416667,0
2024/2/10,22:45,101.84,410,2024/2/10 22:45,晚上,98.7875,0
2024/2/10,22:50,101.84,410,2024/2/10 22:50,晚上,99.19083333,0
2024/2/10,22:55,103.38,452,2024/2/10 22:55,晚上,99.59666667,0
2024/2/10,23:00,103.38,452,2024/2/10 23:00,晚上,100.0025,0
2024/2/10,23:05,100,421,2024/2/10 23:05,晚上,99.99333333,0
2024/2/10,23:10,101.93,377,2024/2/10 23:10,晚上,100.1541667,0
2024/2/10,23:15,102.13,405,2024/2/10 23:15,晚上,100.4633333,0
2024/2/10,23:20,102.13,405,2024/2/10 23:20,晚上,100.7725,0
2024/2/10,23:25,104,344,2024/2/10 23:25,晚上,101.5091667,0
2024/2/10,23:30,102.42,362,2024/2/10 23:30,晚上,101.8158333,0
2024/2/10,23:35,102.42,362,2024/2/10 23:35,晚上,102.1225,0
2024/2/10,23:40,103.42,374,2024/2/10 23:40,晚上,102.4075,0
2024/2/10,23:45,104.04,375,2024/2/10 23:45,晚上,102.5908333,0
2024/2/10,23:50,104.04,375,2024/2/10 23:50,晚上,102.7741667,0
2024/2/10,23:55,104,333,2024/2/10 23:55,晚上,102.8258333,0
2024/2/17,00:00,104.53,105,2024/2/17 00:00,清晨,102.9216667,0
2024/2/17,00:05,101.45,88,2024/2/17 00:05,清晨,103.0425,0
2024/2/17,00:10,102.39,87,2024/2/17 00:10,清晨,103.0808333,0
2024/2/17,00:15,101.28,96,2024/2/17 00:15,清晨,103.01,0
2024/2/17,00:20,101.28,96,2024/2/17 00:20,清晨,102.9391667,0
2024/2/17,00:25,106.9,62,2024/2/17 00:25,清晨,103.1808333,0
2024/2/17,00:30,103.61,83,2024/2/17 00:30,清晨,103.28,0
2024/2/17,00:35,103.61,83,2024/2/17 00:35,清晨,103.3791667,0
2024/2/17,00:40,101.22,55,2024/2/17 00:40,清晨,103.1958333,0
2024/2/17,00:45,106.29,73,2024/2/17 00:45,清晨,103.3833333,0
2024/2/17,00:50,106.29,73,2024/2/17 00:50,清晨,103.5708333,0
2024/2/17,00:55,104.82,62,2024/2/17 00:55,清晨,103.6391667,0
2024/2/17,01:00,104.82,62,2024/2/17 01:00,清晨,103.6633333,0
2024/2/17,01:05,104.65,55,2024/2/17 01:05,清晨,103.93,0
2024/2/17,01:10,104.24,51,2024/2/17 01:10,清晨,104.0841667,0
2024/2/17,01:15,103.36,44,2024/2/17 01:15,清晨,104.2575,0
2024/2/17,01:20,103.36,44,2024/2/17 01:20,清晨,104.4308333,0
2024/2/17,01:25,102.36,55,2024/2/17 01:25,清晨,104.0525,0
2024/2/17,01:30,102.52,42,2024/2/17 01:30,清晨,103.9616667,0
2024/2/17,01:35,102.52,42,2024/2/17 01:35,清晨,103.8708333,0
2024/2/17,01:40,107.67,49,2024/2/17 01:40,清晨,104.4083333,0
2024/2/17,01:45,102.67,48,2024/2/17 01:45,清晨,104.1066667,0
2024/2/17,01:50,102.67,48,2024/2/17 01:50,清晨,103.805,0
2024/2/17,01:55,103.22,36,2024/2/17 01:55,清晨,103.6716667,0
2024/2/17,02:00,103.22,36,2024/2/17 02:00,清晨,103.5383333,0
2024/2/17,02:05,106,44,2024/2/17 02:05,清晨,103.6508333,0
2024/2/17,02:10,106,44,2024/2/17 02:10,清晨,103.7975,0
2024/2/17,02:15,102.88,26,2024/2/17 02:15,清晨,103.7575,0
2024/2/17,02:20,102.88,26,2024/2/17 02:20,清晨,103.7175,0
2024/2/17,02:25,102.29,35,2024/2/17 02:25,清晨,103.7116667,0
2024/2/17,02:30,103.68,25,2024/2/17 02:30,清晨,103.8083333,0
2024/2/17,02:35,103.68,25,2024/2/17 02:35,清晨,103.905,0
2024/2/17,02:40,106.57,28,2024/2/17 02:40,清晨,103.8133333,0
2024/2/17,02:45,105.45,33,2024/2/17 02:45,清晨,104.045,0
2024/2/17,02:50,105.45,33,2024/2/17 02:50,清晨,104.2766667,0
2024/2/17,02:55,108.94,18,2024/2/17 02:55,清晨,104.7533333,0
2024/2/17,03:00,108.94,18,2024/2/17 03:00,清晨,105.23,0
2024/2/17,03:05,106.68,28,2024/2/17 03:05,清晨,105.2866667,0
2024/2/17,03:10,108.19,32,2024/2/17 03:10,清晨,105.4691667,0
2024/2/17,03:15,104.44,27,2024/2/17 03:15,清晨,105.5991667,0
2024/2/17,03:20,104.44,27,2024/2/17 03:20,清晨,105.7291667,0
2024/2/17,03:25,106.23,30,2024/2/17 03:25,清晨,106.0575,0
2024/2/17,03:30,106.76,25,2024/2/17 03:30,清晨,106.3141667,0
2024/2/17,03:35,106.76,25,2024/2/17 03:35,清晨,106.5708333,0
2024/2/17,03:40,109.65,20,2024/2/17 03:40,清晨,106.8275,0
2024/2/17,03:45,108.18,38,2024/2/17 03:45,清晨,107.055,0
2024/2/17,03:50,108.18,38,2024/2/17 03:50,清晨,107.2825,0
2024/2/17,03:55,103.69,26,2024/2/17 03:55,清晨,106.845,0
2024/2/17,04:00,103.69,26,2024/2/17 04:00,清晨,106.4075,0
2024/2/17,04:05,103.89,38,2024/2/17 04:05,清晨,106.175,0
2024/2/17,04:10,99.68,25,2024/2/17 04:10,清晨,105.4658333,0
2024/2/17,04:15,103.87,45,2024/2/17 04:15,清晨,105.4183333,0
2024/2/17,04:20,103.87,45,2024/2/17 04:20,清晨,105.3708333,0
2024/2/17,04:25,104.95,37,2024/2/17 04:25,清晨,105.2641667,0
2024/2/17,04:30,103.9,29,2024/2/17 04:30,清晨,105.0258333,0
2024/2/17,04:35,103.9,29,2024/2/17 04:35,清晨,104.7875,0
2024/2/17,04:40,103.23,43,2024/2/17 04:40,清晨,104.2525,0
2024/2/17,04:45,102.07,42,2024/2/17 04:45,清晨,103.7433333,0
2024/2/17,04:50,102.07,42,2024/2/17 04:50,清晨,103.2341667,0
2024/2/17,04:55,106.27,51,2024/2/17 04:55,清晨,103.4491667,0
2024/2/17,05:00,106.27,51,2024/2/17 05:00,清晨,103.6641667,0
2024/2/17,05:05,108.05,55,2024/2/17 05:05,清晨,104.0108333,0
2024/2/17,05:10,103.02,57,2024/2/17 05:10,清晨,104.2891667,0
2024/2/17,05:15,102.91,77,2024/2/17 05:15,清晨,104.2091667,0
2024/2/17,05:20,102.91,77,2024/2/17 05:20,清晨,104.1291667,0
2024/2/17,05:25,105.65,77,2024/2/17 05:25,清晨,104.1875,0
2024/2/17,05:30,104.18,79,2024/2/17 05:30,清晨,104.2108333,0
2024/2/17,05:35,104.18,79,2024/2/17 05:35,清晨,104.2341667,0
2024/2/17,05:40,105.06,98,2024/2/17 05:40,清晨,104.3866667,0
2024/2/17,05:45,102.59,111,2024/2/17 05:45,清晨,104.43,0
2024/2/17,05:50,102.59,111,2024/2/17 05:50,清晨,104.4733333,0
2024/2/17,05:55,102.97,128,2024/2/17 05:55,清晨,104.1983333,0
2024/2/17,06:00,102.97,128,2024/2/17 06:00,早上,103.9233333,0
2024/2/17,06:05,104.67,144,2024/2/17 06:05,早上,103.6416667,0
2024/2/17,06:10,105.04,158,2024/2/17 06:10,早上,103.81,0
2024/2/17,06:15,105.65,182,2024/2/17 06:15,早上,104.0383333,0
2024/2/17,06:20,105.65,182,2024/2/17 06:20,早上,104.2666667,0
2024/2/17,06:25,104.77,237,2024/2/17 06:25,早上,104.1933333,0
2024/2/17,06:30,105.12,236,2024/2/17 06:30,早上,104.2716667,0
2024/2/17,06:35,105.12,236,2024/2/17 06:35,早上,104.35,0
2024/2/17,06:40,104,273,2024/2/17 06:40,早上,104.2616667,0
2024/2/17,06:45,104,289,2024/2/17 06:45,早上,104.3791667,0
2024/2/17,06:50,104,289,2024/2/17 06:50,早上,104.4966667,0
2024/2/17,06:55,104.66,304,2024/2/17 06:55,早上,104.6375,0
2024/2/17,07:00,104.66,304,2024/2/17 07:00,早上,104.7783333,0
2024/2/17,07:05,103.45,376,2024/2/17 07:05,早上,104.6766667,0
2024/2/17,07:10,105.96,347,2024/2/17 07:10,早上,104.7533333,0
2024/2/17,07:15,103.13,353,2024/2/17 07:15,早上,104.5433333,0
2024/2/17,07:20,103.13,353,2024/2/17 07:20,早上,104.3333333,0
2024/2/17,07:25,99.66,450,2024/2/17 07:25,早上,103.9075,0
2024/2/17,07:30,98.04,500,2024/2/17 07:30,早上,103.3175,0
2024/2/17,07:35,98.04,500,2024/2/17 07:35,早上,102.7275,0
2024/2/17,07:40,97,466,2024/2/17 07:40,早上,102.1441667,0
2024/2/17,07:45,96.58,493,2024/2/17 07:45,早上,101.5258333,0
2024/2/17,07:50,96.58,493,2024/2/17 07:50,早上,100.9075,0
2024/2/17,07:55,97,518,2024/2/17 07:55,早上,100.2691667,0
2024/2/17,08:00,97,518,2024/2/17 08:00,早上,99.63083333,0
2024/2/17,08:05,99.74,486,2024/2/17 08:05,早上,99.32166667,0
2024/2/17,08:10,96.15,523,2024/2/17 08:10,早上,98.50416667,0
2024/2/17,08:15,96.76,474,2024/2/17 08:15,早上,97.97333333,0
2024/2/17,08:20,96.76,474,2024/2/17 08:20,早上,97.4425,0
2024/2/17,08:25,98.46,468,2024/2/17 08:25,早上,97.3425,0
2024/2/17,08:30,98.52,475,2024/2/17 08:30,早上,97.3825,0
2024/2/17,08:35,98.52,475,2024/2/17 08:35,早上,97.4225,0
2024/2/17,08:40,97,517,2024/2/17 08:40,早上,97.4225,0
2024/2/17,08:45,96.51,555,2024/2/17 08:45,早上,97.41666667,0
2024/2/17,08:50,96.51,555,2024/2/17 08:50,早上,97.41083333,0
2024/2/17,08:55,74.36,450,2024/2/17 08:55,早上,95.52416667,0
2024/2/17,09:00,74.36,450,2024/2/17 09:00,早上,93.6375,0
2024/2/17,09:05,89.15,667,2024/2/17 09:05,早上,92.755,0
2024/2/17,09:10,90.89,549,2024/2/17 09:10,早上,92.31666667,0
2024/2/17,09:15,87.61,615,2024/2/17 09:15,早上,91.55416667,0
2024/2/17,09:20,87.61,615,2024/2/17 09:20,早上,90.79166667,0
2024/2/17,09:25,92.62,581,2024/2/17 09:25,早上,90.305,0
2024/2/17,09:30,90,605,2024/2/17 09:30,早上,89.595,0
2024/2/17,09:35,90,605,2024/2/17 09:35,早上,88.885,0
2024/2/17,09:40,91.54,596,2024/2/17 09:40,早上,88.43,0
2024/2/17,09:45,91.45,637,2024/2/17 09:45,早上,88.00833333,0
2024/2/17,09:50,91.45,637,2024/2/17 09:50,早上,87.58666667,0
2024/2/17,09:55,88.02,661,2024/2/17 09:55,早上,88.725,0
2024/2/17,10:00,88.02,661,2024/2/17 10:00,早上,89.86333333,0
2024/2/17,10:05,84.43,598,2024/2/17 10:05,早上,89.47,0
2024/2/17,10:10,78.51,634,2024/2/17 10:10,早上,88.43833333,0
2024/2/17,10:15,75.81,665,2024/2/17 10:15,早上,87.455,0
2024/2/17,10:20,75.81,665,2024/2/17 10:20,早上,86.47166667,0
2024/2/17,10:25,77.26,626,2024/2/17 10:25,早上,85.19166667,0
2024/2/17,10:30,79.29,651,2024/2/17 10:30,早上,84.29916667,0
2024/2/17,10:35,79.29,651,2024/2/17 10:35,早上,83.40666667,0
2024/2/17,10:40,71.25,673,2024/2/17 10:40,早上,81.71583333,0
2024/2/17,10:45,75.57,666,2024/2/17 10:45,早上,80.3925,0
2024/2/17,10:50,75.57,666,2024/2/17 10:50,早上,79.06916667,0
2024/2/17,10:55,71.06,654,2024/2/17 10:55,早上,77.65583333,0
2024/2/17,11:00,71.06,654,2024/2/17 11:00,早上,76.2425,0
2024/2/17,11:05,68.17,630,2024/2/17 11:05,早上,74.8875,0
2024/2/17,11:10,68.26,640,2024/2/17 11:10,早上,74.03333333,0
2024/2/17,11:15,70.65,610,2024/2/17 11:15,早上,73.60333333,0
2024/2/17,11:20,70.65,610,2024/2/17 11:20,早上,73.17333333,0
2024/2/17,11:25,68.27,667,2024/2/17 11:25,早上,72.42416667,0
2024/2/17,11:30,69.04,603,2024/2/17 11:30,早上,71.57,0
2024/2/17,11:35,69.04,603,2024/2/17 11:35,早上,70.71583333,0
2024/2/17,11:40,66.67,647,2024/2/17 11:40,早上,70.33416667,0
2024/2/17,11:45,66.38,639,2024/2/17 11:45,早上,69.56833333,0
2024/2/17,11:50,66.38,639,2024/2/17 11:50,早上,68.8025,0
2024/2/17,11:55,66.86,626,2024/2/17 11:55,早上,68.4525,0
2024/2/17,12:00,66.86,626,2024/2/17 12:00,中午,68.1025,0
2024/2/17,12:05,68.55,583,2024/2/17 12:05,中午,68.13416667,0
2024/2/17,12:10,70.56,633,2024/2/17 12:10,中午,68.32583333,0
2024/2/17,12:15,76.71,603,2024/2/17 12:15,中午,68.83083333,0
2024/2/17,12:20,76.71,603,2024/2/17 12:20,中午,69.33583333,0
2024/2/17,12:25,77.26,571,2024/2/17 12:25,中午,70.085,0
2024/2/17,12:30,92.51,527,2024/2/17 12:30,中午,72.04083333,0
2024/2/17,12:35,92.51,527,2024/2/17 12:35,中午,73.99666667,0
2024/2/17,12:40,98.49,472,2024/2/17 12:40,中午,76.64833333,0
2024/2/17,12:45,97.87,416,2024/2/17 12:45,中午,79.2725,0
2024/2/17,12:50,97.87,416,2024/2/17 12:50,中午,81.89666667,0
2024/2/17,12:55,96.68,437,2024/2/17 12:55,中午,84.38166667,0
2024/2/17,13:00,96.68,437,2024/2/17 13:00,中午,86.86666667,0
2024/2/17,13:05,98.15,454,2024/2/17 13:05,中午,89.33333333,0
2024/2/17,13:10,96.34,477,2024/2/17 13:10,中午,91.48166667,0
2024/2/17,13:15,97.93,453,2024/2/17 13:15,中午,93.25,0
2024/2/17,13:20,97.93,453,2024/2/17 13:20,中午,95.01833333,0
2024/2/17,13:25,99.43,429,2024/2/17 13:25,中午,96.86583333,0
2024/2/17,13:30,98.37,441,2024/2/17 13:30,中午,97.35416667,0
2024/2/17,13:35,98.37,441,2024/2/17 13:35,中午,97.8425,0
2024/2/17,13:40,98.39,478,2024/2/17 13:40,中午,97.83416667,0
2024/2/17,13:45,98.44,491,2024/2/17 13:45,中午,97.88166667,0
2024/2/17,13:50,98.44,491,2024/2/17 13:50,中午,97.92916667,0
2024/2/17,13:55,94.69,495,2024/2/17 13:55,中午,97.76333333,0
2024/2/17,14:00,94.69,495,2024/2/17 14:00,中午,97.5975,0
2024/2/17,14:05,99.4,474,2024/2/17 14:05,中午,97.70166667,0
2024/2/17,14:10,99.74,466,2024/2/17 14:10,中午,97.985,0
2024/2/17,14:15,97,470,2024/2/17 14:15,中午,97.9075,0
2024/2/17,14:20,97,470,2024/2/17 14:20,中午,97.83,0
2024/2/17,14:25,96.62,534,2024/2/17 14:25,中午,97.59583333,0
2024/2/17,14:30,95.78,514,2024/2/17 14:30,中午,97.38,0
2024/2/17,14:35,95.78,514,2024/2/17 14:35,中午,97.16416667,0
2024/2/17,14:40,92.68,518,2024/2/17 14:40,中午,96.68833333,0
2024/2/17,14:45,97,481,2024/2/17 14:45,中午,96.56833333,0
2024/2/17,14:50,97,481,2024/2/17 14:50,中午,96.44833333,0
2024/2/17,14:55,96.6,517,2024/2/17 14:55,中午,96.6075,0
2024/2/17,15:00,96.6,517,2024/2/17 15:00,傍晚,96.76666667,0
2024/2/17,15:05,96.14,480,2024/2/17 15:05,傍晚,96.495,0
2024/2/17,15:10,95.84,495,2024/2/17 15:10,傍晚,96.17,0
2024/2/17,15:15,97,528,2024/2/17 15:15,傍晚,96.17,0
2024/2/17,15:20,97,528,2024/2/17 15:20,傍晚,96.17,0
2024/2/17,15:25,96.43,481,2024/2/17 15:25,傍晚,96.15416667,0
2024/2/17,15:30,98.09,492,2024/2/17 15:30,傍晚,96.34666667,0
2024/2/17,15:35,98.09,492,2024/2/17 15:35,傍晚,96.53916667,0
2024/2/17,15:40,96.8,480,2024/2/17 15:40,傍晚,96.8825,0
2024/2/17,15:45,93.15,523,2024/2/17 15:45,傍晚,96.56166667,0
2024/2/17,15:50,93.15,523,2024/2/17 15:50,傍晚,96.24083333,0
2024/2/17,15:55,93.33,486,2024/2/17 15:55,傍晚,95.96833333,0
2024/2/17,16:00,93.33,486,2024/2/17 16:00,傍晚,95.69583333,0
2024/2/17,16:05,96.7,544,2024/2/17 16:05,傍晚,95.7425,0
2024/2/17,16:10,94.92,536,2024/2/17 16:10,傍晚,95.66583333,0
2024/2/17,16:15,97,487,2024/2/17 16:15,傍晚,95.66583333,0
2024/2/17,16:20,97,487,2024/2/17 16:20,傍晚,95.66583333,0
2024/2/17,16:25,96.63,532,2024/2/17 16:25,傍晚,95.6825,0
2024/2/17,16:30,97.28,466,2024/2/17 16:30,傍晚,95.615,0
2024/2/17,16:35,97.28,466,2024/2/17 16:35,傍晚,95.5475,0
2024/2/17,16:40,98.48,516,2024/2/17 16:40,傍晚,95.6875,0
2024/2/17,16:45,98.55,516,2024/2/17 16:45,傍晚,96.1375,0
2024/2/17,16:50,98.55,516,2024/2/17 16:50,傍晚,96.5875,0
2024/2/17,16:55,94.6,547,2024/2/17 16:55,傍晚,96.69333333,0
2024/2/17,17:00,94.6,547,2024/2/17 17:00,傍晚,96.79916667,0
2024/2/17,17:05,96.36,492,2024/2/17 17:05,傍晚,96.77083333,0
2024/2/17,17:10,94.92,498,2024/2/17 17:10,傍晚,96.77083333,0
2024/2/17,17:15,91.25,524,2024/2/17 17:15,傍晚,96.29166667,0
2024/2/17,17:20,91.25,524,2024/2/17 17:20,傍晚,95.8125,0
2024/2/17,17:25,94.62,515,2024/2/17 17:25,傍晚,95.645,0
2024/2/17,17:30,94.98,524,2024/2/17 17:30,傍晚,95.45333333,0
2024/2/17,17:35,94.98,524,2024/2/17 17:35,傍晚,95.26166667,0
2024/2/17,17:40,92.73,529,2024/2/17 17:40,傍晚,94.7825,0
2024/2/17,17:45,93.43,517,2024/2/17 17:45,傍晚,94.35583333,0
2024/2/17,17:50,93.43,517,2024/2/17 17:50,傍晚,93.92916667,0
2024/2/17,17:55,91.57,503,2024/2/17 17:55,傍晚,93.67666667,0
2024/2/17,18:00,91.57,503,2024/2/17 18:00,晚上,93.42416667,0
2024/2/17,18:05,91.09,487,2024/2/17 18:05,晚上,92.985,0
2024/2/17,18:10,91.62,507,2024/2/17 18:10,晚上,92.71,0
2024/2/17,18:15,97.19,449,2024/2/17 18:15,晚上,93.205,0
2024/2/17,18:20,97.19,449,2024/2/17 18:20,晚上,93.7,0
2024/2/17,18:25,96.7,425,2024/2/17 18:25,晚上,93.87333333,0
2024/2/17,18:30,94.69,451,2024/2/17 18:30,晚上,93.84916667,0
2024/2/17,18:35,94.69,451,2024/2/17 18:35,晚上,93.825,0
2024/2/17,18:40,94.89,402,2024/2/17 18:40,晚上,94.005,0
2024/2/17,18:45,92.75,418,2024/2/17 18:45,晚上,93.94833333,0
2024/2/17,18:50,92.75,418,2024/2/17 18:50,晚上,93.89166667,0
2024/2/17,18:55,92.78,397,2024/2/17 18:55,晚上,93.9925,0
2024/2/17,19:00,92.78,397,2024/2/17 19:00,晚上,94.09333333,0
2024/2/17,19:05,94.44,399,2024/2/17 19:05,晚上,94.3725,0
2024/2/17,19:10,93,399,2024/2/17 19:10,晚上,94.4875,0
2024/2/17,19:15,94.59,415,2024/2/17 19:15,晚上,94.27083333,0
2024/2/17,19:20,94.59,415,2024/2/17 19:20,晚上,94.05416667,0
2024/2/17,19:25,97,365,2024/2/17 19:25,晚上,94.07916667,0
2024/2/17,19:30,94.68,397,2024/2/17 19:30,晚上,94.07833333,0
2024/2/17,19:35,94.68,397,2024/2/17 19:35,晚上,94.0775,0
2024/2/17,19:40,91.04,397,2024/2/17 19:40,晚上,93.75666667,0
2024/2/17,19:45,92.44,388,2024/2/17 19:45,晚上,93.73083333,0
2024/2/17,19:50,92.44,388,2024/2/17 19:50,晚上,93.705,0
2024/2/17,19:55,99.84,386,2024/2/17 19:55,晚上,94.29333333,0
2024/2/17,20:00,99.84,386,2024/2/17 20:00,晚上,94.88166667,0
2024/2/17,20:05,98.51,371,2024/2/17 20:05,晚上,95.22083333,0
2024/2/17,20:10,100,367,2024/2/17 20:10,晚上,95.80416667,0
2024/2/17,20:15,99.8,328,2024/2/17 20:15,晚上,96.23833333,0
2024/2/17,20:20,99.8,328,2024/2/17 20:20,晚上,96.6725,0
2024/2/17,20:25,99.7,312,2024/2/17 20:25,晚上,96.8975,0
2024/2/17,20:30,99.04,363,2024/2/17 20:30,晚上,97.26083333,0
2024/2/17,20:35,99.04,363,2024/2/17 20:35,晚上,97.62416667,0
2024/2/17,20:40,101.53,264,2024/2/17 20:40,晚上,98.49833333,0
2024/2/17,20:45,99.78,321,2024/2/17 20:45,晚上,99.11,0
2024/2/17,20:50,99.78,321,2024/2/17 20:50,晚上,99.72166667,0
2024/2/17,20:55,99.58,345,2024/2/17 20:55,晚上,99.7,0
2024/2/17,21:00,99.58,345,2024/2/17 21:00,晚上,99.67833333,0
2024/2/17,21:05,102.33,337,2024/2/17 21:05,晚上,99.99666667,0
2024/2/17,21:10,102.58,294,2024/2/17 21:10,晚上,100.2116667,0
2024/2/17,21:15,100.37,334,2024/2/17 21:15,晚上,100.2591667,0
2024/2/17,21:20,100.37,334,2024/2/17 21:20,晚上,100.3066667,0
2024/2/17,21:25,100,276,2024/2/17 21:25,晚上,100.3316667,0
2024/2/17,21:30,100.17,315,2024/2/17 21:30,晚上,100.4258333,0
2024/2/17,21:35,100.17,315,2024/2/17 21:35,晚上,100.52,0
2024/2/17,21:40,99.82,314,2024/2/17 21:40,晚上,100.3775,0
2024/2/17,21:45,101.62,329,2024/2/17 21:45,晚上,100.5308333,0
2024/2/17,21:50,101.62,329,2024/2/17 21:50,晚上,100.6841667,0
2024/2/17,21:55,98.35,258,2024/2/17 21:55,晚上,100.5816667,0
2024/2/17,22:00,98.35,258,2024/2/17 22:00,晚上,100.4791667,0
2024/2/17,22:05,102.67,252,2024/2/17 22:05,晚上,100.5075,0
2024/2/17,22:10,103.35,289,2024/2/17 22:10,晚上,100.5716667,0
2024/2/17,22:15,101.9,261,2024/2/17 22:15,晚上,100.6991667,0
2024/2/17,22:20,101.9,261,2024/2/17 22:20,晚上,100.8266667,0
2024/2/17,22:25,101.75,304,2024/2/17 22:25,晚上,100.9725,0
2024/2/17,22:30,103.51,262,2024/2/17 22:30,晚上,101.2508333,0
2024/2/17,22:35,103.51,262,2024/2/17 22:35,晚上,101.5291667,0
2024/2/17,22:40,105.45,267,2024/2/17 22:40,晚上,101.9983333,0
2024/2/17,22:45,103.23,239,2024/2/17 22:45,晚上,102.1325,0
2024/2/17,22:50,103.23,239,2024/2/17 22:50,晚上,102.2666667,0
2024/2/17,22:55,101.02,260,2024/2/17 22:55,晚上,102.4891667,0
2024/2/17,23:00,101.02,260,2024/2/17 23:00,晚上,102.7116667,0
2024/2/17,23:05,104.04,209,2024/2/17 23:05,晚上,102.8258333,0
2024/2/17,23:10,106.14,228,2024/2/17 23:10,晚上,103.0583333,0
2024/2/17,23:15,104.71,198,2024/2/17 23:15,晚上,103.2925,0
2024/2/17,23:20,104.71,198,2024/2/17 23:20,晚上,103.5266667,0
2024/2/17,23:25,105.62,224,2024/2/17 23:25,晚上,103.8491667,0
2024/2/17,23:30,105.04,189,2024/2/17 23:30,晚上,103.9766667,0
2024/2/17,23:35,105.04,189,2024/2/17 23:35,晚上,104.1041667,0
2024/2/17,23:40,104.13,185,2024/2/17 23:40,晚上,103.9941667,0
2024/2/17,23:45,103.31,176,2024/2/17 23:45,晚上,104.0008333,0
2024/2/17,23:50,103.31,176,2024/2/17 23:50,晚上,104.0075,0
2024/2/17,23:55,105.51,140,2024/2/17 23:55,晚上,104.3816667,0
2024/2/24,00:00,107.46,157,2024/2/24 00:00,清晨,104.9183333,0
2024/2/24,00:05,104.3,203,2024/2/24 00:05,清晨,104.94,0
2024/2/24,00:10,105.34,155,2024/2/24 00:10,清晨,104.8733333,0
2024/2/24,00:15,107.33,150,2024/2/24 00:15,清晨,105.0916667,0
2024/2/24,00:20,107.33,150,2024/2/24 00:20,清晨,105.31,0
2024/2/24,00:25,105.71,141,2024/2/24 00:25,清晨,105.3175,0
2024/2/24,00:30,105.61,119,2024/2/24 00:30,清晨,105.365,0
2024/2/24,00:35,105.61,119,2024/2/24 00:35,清晨,105.4125,0
2024/2/24,00:40,103.67,132,2024/2/24 00:40,清晨,105.3741667,0
2024/2/24,00:45,107.77,141,2024/2/24 00:45,清晨,105.7458333,0
2024/2/24,00:50,107.77,141,2024/2/24 00:50,清晨,106.1175,0
2024/2/24,00:55,104.76,137,2024/2/24 00:55,清晨,106.055,0
2024/2/24,01:00,104.76,137,2024/2/24 01:00,清晨,105.83,0
2024/2/24,01:05,105.54,89,2024/2/24 01:05,清晨,105.9333333,0
2024/2/24,01:10,109.45,110,2024/2/24 01:10,清晨,106.2758333,0
2024/2/24,01:15,106.51,86,2024/2/24 01:15,清晨,106.2075,0
2024/2/24,01:20,106.51,86,2024/2/24 01:20,清晨,106.1391667,0
2024/2/24,01:25,105.53,89,2024/2/24 01:25,清晨,106.1241667,0
2024/2/24,01:30,104.15,84,2024/2/24 01:30,清晨,106.0025,0
2024/2/24,01:35,104.15,84,2024/2/24 01:35,清晨,105.8808333,0
2024/2/24,01:40,107.56,73,2024/2/24 01:40,清晨,106.205,0
2024/2/24,01:45,107.47,91,2024/2/24 01:45,清晨,106.18,0
2024/2/24,01:50,107.47,91,2024/2/24 01:50,清晨,106.155,0
2024/2/24,01:55,106.95,65,2024/2/24 01:55,清晨,106.3375,0
2024/2/24,02:00,106.95,65,2024/2/24 02:00,清晨,106.52,0
2024/2/24,02:05,104.81,59,2024/2/24 02:05,清晨,106.4591667,0
2024/2/24,02:10,105.77,44,2024/2/24 02:10,清晨,106.1525,0
2024/2/24,02:15,108,40,2024/2/24 02:15,清晨,106.2766667,0
2024/2/24,02:20,108,40,2024/2/24 02:20,清晨,106.4008333,0
2024/2/24,02:25,104.27,51,2024/2/24 02:25,清晨,106.2958333,0
2024/2/24,02:30,103.54,59,2024/2/24 02:30,清晨,106.245,0
2024/2/24,02:35,103.54,59,2024/2/24 02:35,清晨,106.1941667,0
2024/2/24,02:40,101.91,35,2024/2/24 02:40,清晨,105.7233333,0
2024/2/24,02:45,104,31,2024/2/24 02:45,清晨,105.4341667,0
2024/2/24,02:50,104,31,2024/2/24 02:50,清晨,105.145,0
2024/2/24,02:55,105.75,57,2024/2/24 02:55,清晨,105.045,0
2024/2/24,03:00,105.75,57,2024/2/24 03:00,清晨,104.945,0
2024/2/24,03:05,108,49,2024/2/24 03:05,清晨,105.2108333,0
2024/2/24,03:10,105.74,39,2024/2/24 03:10,清晨,105.2083333,0
2024/2/24,03:15,103.3,60,2024/2/24 03:15,清晨,104.8166667,0
2024/2/24,03:20,103.3,60,2024/2/24 03:20,清晨,104.425,0
2024/2/24,03:25,106.98,45,2024/2/24 03:25,清晨,104.6508333,0
2024/2/24,03:30,104.11,45,2024/2/24 03:30,清晨,104.6983333,0
2024/2/24,03:35,104.11,45,2024/2/24 03:35,清晨,104.7458333,0
2024/2/24,03:40,106.11,38,2024/2/24 03:40,清晨,105.0958333,0
2024/2/24,03:45,106.82,62,2024/2/24 03:45,清晨,105.3308333,0
2024/2/24,03:50,106.82,62,2024/2/24 03:50,清晨,105.5658333,0
2024/2/24,03:55,103.03,62,2024/2/24 03:55,清晨,105.3391667,0
